

Time: 2018-05-29 20:45:44,Temperature: 26.10 ℃ ,Humidity: 48.00 % ,Pressure: 100660.00 hPa ,Illuminance: 54.58 lx
Time: 2018-05-30 03:36:12,Temperature: 28.00 ℃ ,Humidity: 51.00 % ,Pressure: 100679.00 hPa ,Illuminance: 0.42 lx
Time: 2018-05-30 03:46:12,Temperature: 28.10 ℃ ,Humidity: 51.00 % ,Pressure: 100688.00 hPa ,Illuminance: 0.83 lx
Time: 2018-05-30 03:56:13,Temperature: 28.10 ℃ ,Humidity: 51.00 % ,Pressure: 100703.00 hPa ,Illuminance: 0.83 lx
Time: 2018-05-30 04:06:13,Temperature: 28.10 ℃ ,Humidity: 51.00 % ,Pressure: 100706.00 hPa ,Illuminance: 0.42 lx
Time: 2018-05-30 04:16:13,Temperature: 28.10 ℃ ,Humidity: 51.00 % ,Pressure: 100721.00 hPa ,Illuminance: 0.42 lx
Time: 2018-05-30 04:26:14,Temperature: 28.20 ℃ ,Humidity: 51.00 % ,Pressure: 100715.00 hPa ,Illuminance: 0.42 lx
Time: 2018-05-30 04:36:14,Temperature: 28.20 ℃ ,Humidity: 51.00 % ,Pressure: 100723.00 hPa ,Illuminance: 0.42 lx
Time: 2018-05-30 04:46:14,Temperature: 28.20 ℃ ,Humidity: 51.00 % ,Pressure: 100729.00 hPa ,Illuminance: 0.42 lx
Time: 2018-05-30 04:56:15,Temperature: 28.20 ℃ ,Humidity: 51.00 % ,Pressure: 100766.00 hPa ,Illuminance: 0.83 lx
Time: 2018-05-30 05:06:15,Temperature: 28.20 ℃ ,Humidity: 52.00 % ,Pressure: 100769.00 hPa ,Illuminance: 0.83 lx
Time: 2018-05-30 05:16:16,Temperature: 28.20 ℃ ,Humidity: 52.00 % ,Pressure: 100772.00 hPa ,Illuminance: 0.42 lx
Time: 2018-05-30 05:26:16,Temperature: 28.20 ℃ ,Humidity: 52.00 % ,Pressure: 100775.00 hPa ,Illuminance: 0.83 lx
Time: 2018-05-30 05:36:16,Temperature: 28.20 ℃ ,Humidity: 53.00 % ,Pressure: 100778.00 hPa ,Illuminance: 0.83 lx
Time: 2018-05-30 05:46:17,Temperature: 28.20 ℃ ,Humidity: 53.00 % ,Pressure: 100775.00 hPa ,Illuminance: 1.25 lx
Time: 2018-05-30 05:56:17,Temperature: 28.20 ℃ ,Humidity: 154.00 % ,Pressure: 100780.00 hPa ,Illuminance: 1.67 lx
Time: 2018-05-30 06:06:17,Temperature: 28.20 ℃ ,Humidity: 54.00 % ,Pressure: 100790.00 hPa ,Illuminance: 1.67 lx
Time: 2018-05-30 06:16:18,Temperature: 28.20 ℃ ,Humidity: 54.00 % ,Pressure: 100796.00 hPa ,Illuminance: 3.75 lx
Time: 2018-05-30 06:26:18,Temperature: 28.20 ℃ ,Humidity: 54.00 % ,Pressure: 100795.00 hPa ,Illuminance: 5.00 lx
Time: 2018-05-30 06:36:18,Temperature: 28.20 ℃ ,Humidity: 55.00 % ,Pressure: 100806.00 hPa ,Illuminance: 9.17 lx
Time: 2018-05-30 06:46:19,Temperature: 28.30 ℃ ,Humidity: 110.00 % ,Pressure: 100820.00 hPa ,Illuminance: 5.42 lx
Time: 2018-05-30 06:56:19,Temperature: 28.20 ℃ ,Humidity: 55.00 % ,Pressure: 100833.00 hPa ,Illuminance: 4.58 lx
Time: 2018-05-30 07:06:19,Temperature: 28.20 ℃ ,Humidity: 55.00 % ,Pressure: 100844.00 hPa ,Illuminance: 5.00 lx
Time: 2018-05-30 07:16:20,Temperature: 27.70 ℃ ,Humidity: 56.00 % ,Pressure: 100848.00 hPa ,Illuminance: 6.25 lx
Time: 2018-05-30 07:26:20,Temperature: 27.60 ℃ ,Humidity: 61.00 % ,Pressure: 100857.00 hPa ,Illuminance: 5.00 lx
Time: 2018-05-30 07:36:20,Temperature: 27.40 ℃ ,Humidity: 60.00 % ,Pressure: 100853.00 hPa ,Illuminance: 5.83 lx
Time: 2018-05-30 07:46:21,Temperature: 27.30 ℃ ,Humidity: 62.00 % ,Pressure: 100855.00 hPa ,Illuminance: 10.42 lx
Time: 2018-05-30 07:56:21,Temperature: 27.20 ℃ ,Humidity: 159.00 % ,Pressure: 100862.00 hPa ,Illuminance: 14.17 lx
Time: 2018-05-30 08:06:21,Temperature: 27.20 ℃ ,Humidity: 158.00 % ,Pressure: 100866.00 hPa ,Illuminance: 16.67 lx
Time: 2018-05-30 08:16:22,Temperature: 27.10 ℃ ,Humidity: 60.00 % ,Pressure: 100881.00 hPa ,Illuminance: 15.42 lx
Time: 2018-05-30 08:26:22,Temperature: 27.00 ℃ ,Humidity: 158.00 % ,Pressure: 100871.00 hPa ,Illuminance: 21.25 lx
Time: 2018-05-30 08:36:23,Temperature: 27.00 ℃ ,Humidity: 60.00 % ,Pressure: 100870.00 hPa ,Illuminance: 17.08 lx
Time: 2018-05-30 08:46:23,Temperature: 26.90 ℃ ,Humidity: 60.00 % ,Pressure: 100875.00 hPa ,Illuminance: 14.58 lx
Time: 2018-05-30 08:56:23,Temperature: 26.70 ℃ ,Humidity: 61.00 % ,Pressure: 100871.00 hPa ,Illuminance: 15.83 lx
Time: 2018-05-30 09:06:24,Temperature: 26.80 ℃ ,Humidity: 159.00 % ,Pressure: 100891.00 hPa ,Illuminance: 17.92 lx
Time: 2018-05-30 09:16:24,Temperature: 26.80 ℃ ,Humidity: 159.00 % ,Pressure: 100885.00 hPa ,Illuminance: 21.67 lx
Time: 2018-05-30 09:26:24,Temperature: 26.70 ℃ ,Humidity: 61.00 % ,Pressure: 100876.00 hPa ,Illuminance: 79.17 lx
Time: 2018-05-30 09:36:25,Temperature: 26.70 ℃ ,Humidity: 65.00 % ,Pressure: 100885.00 hPa ,Illuminance: 77.50 lx
Time: 2018-05-30 09:46:25,Temperature: 26.80 ℃ ,Humidity: 66.00 % ,Pressure: 100893.00 hPa ,Illuminance: 75.83 lx
Time: 2018-05-30 09:56:25,Temperature: 26.70 ℃ ,Humidity: 67.00 % ,Pressure: 100886.00 hPa ,Illuminance: 76.25 lx
Time: 2018-05-30 10:06:26,Temperature: 26.70 ℃ ,Humidity: 69.00 % ,Pressure: 100895.00 hPa ,Illuminance: 79.17 lx
Time: 2018-05-30 10:16:26,Temperature: 26.90 ℃ ,Humidity: 68.00 % ,Pressure: 100891.00 hPa ,Illuminance: 80.83 lx
Time: 2018-05-30 10:26:26,Temperature: 26.90 ℃ ,Humidity: 68.00 % ,Pressure: 100890.00 hPa ,Illuminance: 91.67 lx
Time: 2018-05-30 10:36:27,Temperature: 26.70 ℃ ,Humidity: 68.00 % ,Pressure: 100864.00 hPa ,Illuminance: 94.17 lx
Time: 2018-05-30 10:46:27,Temperature: 26.40 ℃ ,Humidity: 69.00 % ,Pressure: 100862.00 hPa ,Illuminance: 89.58 lx
Time: 2018-05-30 10:56:27,Temperature: 26.70 ℃ ,Humidity: 69.00 % ,Pressure: 100879.00 hPa ,Illuminance: 96.67 lx
Time: 2018-05-30 11:06:28,Temperature: 26.50 ℃ ,Humidity: 69.00 % ,Pressure: 100889.00 hPa ,Illuminance: 96.25 lx
Time: 2018-05-30 11:16:28,Temperature: 26.30 ℃ ,Humidity: 72.00 % ,Pressure: 100886.00 hPa ,Illuminance: 86.67 lx
Time: 2018-05-30 11:26:28,Temperature: 26.30 ℃ ,Humidity: 73.00 % ,Pressure: 100877.00 hPa ,Illuminance: 83.75 lx
Time: 2018-05-30 11:36:29,Temperature: 26.20 ℃ ,Humidity: 73.00 % ,Pressure: 100866.00 hPa ,Illuminance: 82.50 lx
Time: 2018-05-30 11:46:29,Temperature: 26.10 ℃ ,Humidity: 74.00 % ,Pressure: 100863.00 hPa ,Illuminance: 82.50 lx
Time: 2018-05-30 11:56:29,Temperature: 26.20 ℃ ,Humidity: 75.00 % ,Pressure: 100837.00 hPa ,Illuminance: 82.50 lx
Time: 2018-05-30 12:06:30,Temperature: 26.10 ℃ ,Humidity: 74.00 % ,Pressure: 100831.00 hPa ,Illuminance: 90.00 lx
Time: 2018-05-30 12:16:30,Temperature: 26.00 ℃ ,Humidity: 75.00 % ,Pressure: 100826.00 hPa ,Illuminance: 98.75 lx
Time: 2018-05-30 12:26:30,Temperature: 26.10 ℃ ,Humidity: 75.00 % ,Pressure: 100819.00 hPa ,Illuminance: 98.75 lx
Time: 2018-05-30 12:36:31,Temperature: 26.10 ℃ ,Humidity: 74.00 % ,Pressure: 100810.00 hPa ,Illuminance: 102.50 lx
Time: 2018-05-30 12:46:31,Temperature: 26.30 ℃ ,Humidity: 75.00 % ,Pressure: 100818.00 hPa ,Illuminance: 92.08 lx
Time: 2018-05-30 12:56:31,Temperature: 26.20 ℃ ,Humidity: 75.00 % ,Pressure: 100811.00 hPa ,Illuminance: 77.08 lx
Time: 2018-05-30 13:06:32,Temperature: 26.20 ℃ ,Humidity: 76.00 % ,Pressure: 100798.00 hPa ,Illuminance: 76.67 lx
Time: 2018-05-30 13:16:32,Temperature: 25.90 ℃ ,Humidity: 76.00 % ,Pressure: 100811.00 hPa ,Illuminance: 75.00 lx
Time: 2018-05-30 13:26:32,Temperature: 26.10 ℃ ,Humidity: 77.00 % ,Pressure: 100796.00 hPa ,Illuminance: 74.17 lx
Time: 2018-05-30 13:36:33,Temperature: 26.10 ℃ ,Humidity: 77.00 % ,Pressure: 100773.00 hPa ,Illuminance: 73.33 lx
Time: 2018-05-30 13:46:33,Temperature: 26.10 ℃ ,Humidity: 78.00 % ,Pressure: 100776.00 hPa ,Illuminance: 72.92 lx
Time: 2018-05-30 13:56:33,Temperature: 26.00 ℃ ,Humidity: 14.00 % ,Pressure: 100767.00 hPa ,Illuminance: 70.83 lx
Time: 2018-05-30 14:06:34,Temperature: 26.30 ℃ ,Humidity: 75.00 % ,Pressure: 100753.00 hPa ,Illuminance: 71.25 lx
Time: 2018-05-30 14:16:34,Temperature: 26.30 ℃ ,Humidity: 77.00 % ,Pressure: 100715.00 hPa ,Illuminance: 85.00 lx
Time: 2018-05-30 14:26:34,Temperature: 26.20 ℃ ,Humidity: 79.00 % ,Pressure: 100700.00 hPa ,Illuminance: 84.58 lx
Time: 2018-05-30 14:36:35,Temperature: 26.40 ℃ ,Humidity: 81.00 % ,Pressure: 100684.00 hPa ,Illuminance: 95.42 lx
Time: 2018-05-30 14:46:35,Temperature: 26.80 ℃ ,Humidity: 81.00 % ,Pressure: 100673.00 hPa ,Illuminance: 112.50 lx
Time: 2018-05-30 14:56:35,Temperature: 26.70 ℃ ,Humidity: 81.00 % ,Pressure: 100679.00 hPa ,Illuminance: 121.25 lx
Time: 2018-05-30 15:06:36,Temperature: 26.70 ℃ ,Humidity: 82.00 % ,Pressure: 100681.00 hPa ,Illuminance: 100.83 lx
Time: 2018-05-30 15:13:34,Temperature: 26.80 ℃ ,Humidity: 81.00 % ,Pressure: 100673.00 hPa ,Illuminance: 90.42 lx
Time: 2018-05-30 15:23:34,Temperature: 26.70 ℃ ,Humidity: 82.00 % ,Pressure: 100678.00 hPa ,Illuminance: 92.08 lx
Time: 2018-05-30 15:33:35,Temperature: 27.00 ℃ ,Humidity: 82.00 % ,Pressure: 100650.00 hPa ,Illuminance: 84.17 lx
Time: 2018-05-30 15:43:35,Temperature: 27.10 ℃ ,Humidity: 81.00 % ,Pressure: 100649.00 hPa ,Illuminance: 90.00 lx
Time: 2018-05-30 15:53:35,Temperature: 27.10 ℃ ,Humidity: 81.00 % ,Pressure: 100629.00 hPa ,Illuminance: 88.75 lx
Time: 2018-05-30 16:03:36,Temperature: 27.20 ℃ ,Humidity: 80.00 % ,Pressure: 100622.00 hPa ,Illuminance: 121.25 lx
Time: 2018-05-30 16:13:36,Temperature: 27.00 ℃ ,Humidity: 81.00 % ,Pressure: 100623.00 hPa ,Illuminance: 91.25 lx
Time: 2018-05-30 16:23:36,Temperature: 26.90 ℃ ,Humidity: 81.00 % ,Pressure: 100614.00 hPa ,Illuminance: 76.25 lx
Time: 2018-05-30 16:33:37,Temperature: 26.90 ℃ ,Humidity: 81.00 % ,Pressure: 100615.00 hPa ,Illuminance: 74.17 lx
Time: 2018-05-30 16:43:37,Temperature: 27.00 ℃ ,Humidity: 81.00 % ,Pressure: 100629.00 hPa ,Illuminance: 57.50 lx
Time: 2018-05-30 16:53:37,Temperature: 27.20 ℃ ,Humidity: 81.00 % ,Pressure: 100625.00 hPa ,Illuminance: 62.92 lx
Time: 2018-05-30 17:03:38,Temperature: 27.10 ℃ ,Humidity: 81.00 % ,Pressure: 100619.00 hPa ,Illuminance: 67.08 lx
Time: 2018-05-30 17:13:38,Temperature: 27.00 ℃ ,Humidity: 81.00 % ,Pressure: 100600.00 hPa ,Illuminance: 71.67 lx
Time: 2018-05-30 17:23:38,Temperature: 27.10 ℃ ,Humidity: 79.00 % ,Pressure: 100609.00 hPa ,Illuminance: 67.50 lx
Time: 2018-05-30 17:33:38,Temperature: 27.40 ℃ ,Humidity: 79.00 % ,Pressure: 100641.00 hPa ,Illuminance: 70.83 lx
Time: 2018-05-30 17:43:39,Temperature: 27.20 ℃ ,Humidity: 79.00 % ,Pressure: 100647.00 hPa ,Illuminance: 64.17 lx
Time: 2018-05-30 17:53:39,Temperature: 27.00 ℃ ,Humidity: 79.00 % ,Pressure: 100661.00 hPa ,Illuminance: 40.00 lx
Time: 2018-05-30 18:03:39,Temperature: 27.00 ℃ ,Humidity: 79.00 % ,Pressure: 100671.00 hPa ,Illuminance: 58.75 lx
Time: 2018-05-30 18:13:40,Temperature: 27.20 ℃ ,Humidity: 80.00 % ,Pressure: 100679.00 hPa ,Illuminance: 56.67 lx
Time: 2018-05-30 18:23:40,Temperature: 27.20 ℃ ,Humidity: 79.00 % ,Pressure: 100682.00 hPa ,Illuminance: 57.08 lx
Time: 2018-05-30 18:33:40,Temperature: 27.20 ℃ ,Humidity: 79.00 % ,Pressure: 100699.00 hPa ,Illuminance: 57.50 lx
Time: 2018-05-30 18:43:41,Temperature: 27.20 ℃ ,Humidity: 79.00 % ,Pressure: 100675.00 hPa ,Illuminance: 55.00 lx
Time: 2018-05-30 18:53:41,Temperature: 27.10 ℃ ,Humidity: 79.00 % ,Pressure: 100699.00 hPa ,Illuminance: 55.00 lx
Time: 2018-05-30 19:03:41,Temperature: 27.00 ℃ ,Humidity: 79.00 % ,Pressure: 100685.00 hPa ,Illuminance: 54.17 lx
Time: 2018-05-30 19:13:42,Temperature: 26.80 ℃ ,Humidity: 80.00 % ,Pressure: 100674.00 hPa ,Illuminance: 54.17 lx
Time: 2018-05-30 19:23:42,Temperature: 27.00 ℃ ,Humidity: 79.00 % ,Pressure: 100697.00 hPa ,Illuminance: 54.17 lx
Time: 2018-05-30 19:33:42,Temperature: 27.00 ℃ ,Humidity: 76.00 % ,Pressure: 100695.00 hPa ,Illuminance: 54.17 lx
Time: 2018-05-30 19:43:43,Temperature: 26.90 ℃ ,Humidity: 75.00 % ,Pressure: 100700.00 hPa ,Illuminance: 54.17 lx
Time: 2018-05-30 19:53:43,Temperature: 26.90 ℃ ,Humidity: 73.00 % ,Pressure: 100719.00 hPa ,Illuminance: 54.17 lx
Time: 2018-05-30 20:03:43,Temperature: 26.90 ℃ ,Humidity: 71.00 % ,Pressure: 100716.00 hPa ,Illuminance: 53.75 lx
Time: 2018-05-30 20:13:44,Temperature: 26.80 ℃ ,Humidity: 69.00 % ,Pressure: 100748.00 hPa ,Illuminance: 53.75 lx
Time: 2018-05-30 20:23:44,Temperature: 26.80 ℃ ,Humidity: 67.00 % ,Pressure: 100749.00 hPa ,Illuminance: 53.75 lx
Time: 2018-05-30 20:33:44,Temperature: 26.90 ℃ ,Humidity: 68.00 % ,Pressure: 100752.00 hPa ,Illuminance: 54.17 lx
Time: 2018-05-30 20:43:45,Temperature: 26.80 ℃ ,Humidity: 68.00 % ,Pressure: 100751.00 hPa ,Illuminance: 54.17 lx
Time: 2018-05-30 20:53:45,Temperature: 26.80 ℃ ,Humidity: 68.00 % ,Pressure: 100767.00 hPa ,Illuminance: 53.75 lx
Time: 2018-05-30 21:03:45,Temperature: 26.90 ℃ ,Humidity: 69.00 % ,Pressure: 100770.00 hPa ,Illuminance: 53.75 lx
Time: 2018-05-30 21:13:45,Temperature: 26.70 ℃ ,Humidity: 70.00 % ,Pressure: 100768.00 hPa ,Illuminance: 53.75 lx
Time: 2018-05-30 21:23:46,Temperature: 26.70 ℃ ,Humidity: 70.00 % ,Pressure: 100779.00 hPa ,Illuminance: 53.75 lx
Time: 2018-05-30 21:33:46,Temperature: 26.60 ℃ ,Humidity: 70.00 % ,Pressure: 100791.00 hPa ,Illuminance: 53.75 lx
Time: 2018-05-30 21:43:46,Temperature: 26.50 ℃ ,Humidity: 70.00 % ,Pressure: 100783.00 hPa ,Illuminance: 53.75 lx
Time: 2018-05-30 21:53:47,Temperature: 26.30 ℃ ,Humidity: 69.00 % ,Pressure: 100777.00 hPa ,Illuminance: 54.17 lx
Time: 2018-05-30 22:03:47,Temperature: 26.00 ℃ ,Humidity: 163.00 % ,Pressure: 100793.00 hPa ,Illuminance: 54.17 lx
Time: 2018-05-30 22:13:47,Temperature: 26.10 ℃ ,Humidity: 70.00 % ,Pressure: 100808.00 hPa ,Illuminance: 53.75 lx
Time: 2018-05-30 22:23:48,Temperature: 26.00 ℃ ,Humidity: 71.00 % ,Pressure: 100852.00 hPa ,Illuminance: 66.25 lx
Time: 2018-05-30 22:33:48,Temperature: 26.10 ℃ ,Humidity: 71.00 % ,Pressure: 100851.00 hPa ,Illuminance: 66.25 lx
Time: 2018-05-30 22:43:48,Temperature: 25.80 ℃ ,Humidity: 72.00 % ,Pressure: 100826.00 hPa ,Illuminance: 65.83 lx
Time: 2018-05-30 22:53:49,Temperature: 25.60 ℃ ,Humidity: 72.00 % ,Pressure: 100836.00 hPa ,Illuminance: 65.83 lx
Time: 2018-05-30 23:03:49,Temperature: 25.60 ℃ ,Humidity: 73.00 % ,Pressure: 100831.00 hPa ,Illuminance: 49.17 lx
Time: 2018-05-30 23:13:49,Temperature: 25.50 ℃ ,Humidity: 74.00 % ,Pressure: 100844.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-30 23:23:50,Temperature: 25.30 ℃ ,Humidity: 75.00 % ,Pressure: 100832.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-30 23:33:50,Temperature: 25.10 ℃ ,Humidity: 75.00 % ,Pressure: 100805.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-30 23:43:50,Temperature: 25.00 ℃ ,Humidity: 75.00 % ,Pressure: 100797.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-30 23:53:51,Temperature: 24.90 ℃ ,Humidity: 76.00 % ,Pressure: 100803.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-31 00:03:51,Temperature: 24.90 ℃ ,Humidity: 77.00 % ,Pressure: 100811.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-31 00:13:51,Temperature: 24.90 ℃ ,Humidity: 77.00 % ,Pressure: 100821.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-31 00:23:52,Temperature: 24.90 ℃ ,Humidity: 77.00 % ,Pressure: 100805.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-31 00:33:52,Temperature: 24.80 ℃ ,Humidity: 78.00 % ,Pressure: 100817.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-31 00:43:52,Temperature: 24.80 ℃ ,Humidity: 78.00 % ,Pressure: 100824.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-31 00:53:52,Temperature: 24.80 ℃ ,Humidity: 79.00 % ,Pressure: 100837.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-31 01:03:53,Temperature: 24.80 ℃ ,Humidity: 79.00 % ,Pressure: 100828.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-31 01:13:53,Temperature: 24.70 ℃ ,Humidity: 79.00 % ,Pressure: 100833.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-31 01:23:53,Temperature: 24.70 ℃ ,Humidity: 79.00 % ,Pressure: 100806.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-31 01:33:54,Temperature: 24.60 ℃ ,Humidity: 79.00 % ,Pressure: 100804.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-31 01:43:54,Temperature: 24.50 ℃ ,Humidity: 79.00 % ,Pressure: 100774.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-31 01:53:54,Temperature: 24.50 ℃ ,Humidity: 79.00 % ,Pressure: 100789.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-31 02:03:55,Temperature: 24.40 ℃ ,Humidity: 79.00 % ,Pressure: 100787.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-31 02:13:55,Temperature: 24.40 ℃ ,Humidity: 79.00 % ,Pressure: 100782.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-31 02:23:55,Temperature: 24.30 ℃ ,Humidity: 78.00 % ,Pressure: 100775.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-31 02:33:56,Temperature: 24.20 ℃ ,Humidity: 78.00 % ,Pressure: 100784.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-31 02:43:56,Temperature: 24.20 ℃ ,Humidity: 92.00 % ,Pressure: 100796.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-31 02:53:56,Temperature: 24.20 ℃ ,Humidity: 78.00 % ,Pressure: 100797.00 hPa ,Illuminance: 0.00 lx
